Número de cotización,Fecha de creación,Estado,Side Cliente,Creado por,Número de Cuenta,Monto intercambio,Monto Pagado,Moneda,Precio,Comisión,Fecha de actualización,Transacción Id,Tipo de servicio,OMS
7311,"07/08/2025 20:20:41, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.46,359.99,BOB,13.11,0.00,07/08/2025 20:21:00,7315010430,S-001,Banexcoin Bolivia
7312,"07/08/2025 20:21:38, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.46,359.99,BOB,13.11,0.00,07/08/2025 20:21:50,7315013400,S-001,Banexcoin Bolivia
7313,"07/08/2025 20:22:35, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.90,37.99,BOB,13.11,0.00,07/08/2025 20:22:48,7315016930,S-001,Banexcoin Bolivia
7314,"07/08/2025 20:23:13, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.57,7.49,BOB,13.11,0.00,07/08/2025 20:23:26,7315018950,S-001,Banexcoin Bolivia
7315,"07/08/2025 20:23:31, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,11.44,149.99,BOB,13.11,0.00,07/08/2025 20:23:44,7315020130,S-001,Banexcoin Bolivia
7316,"07/08/2025 20:31:21, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.90,37.99,BOB,13.10,0.00,07/08/2025 20:31:35,7315047330,S-001,Banexcoin Bolivia
7317,"07/08/2025 20:33:31, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.75,22.99,BOB,13.10,0.00,07/08/2025 20:33:43,7315054970,S-001,Banexcoin Bolivia
7318,"07/08/2025 20:35:44, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.57,7.49,BOB,13.10,0.00,07/08/2025 20:36:01,7315062760,S-001,Banexcoin Bolivia
7320,"07/08/2025 20:49:18, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.46,149.99,BOB,13.08,0.00,07/08/2025 20:49:31,7315108490,S-001,Banexcoin Bolivia
7321,"07/08/2025 20:49:59, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.46,149.99,BOB,13.08,0.00,07/08/2025 20:50:13,7315111060,S-001,Banexcoin Bolivia
7322,"07/08/2025 20:57:38, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,5.81,75.99,BOB,13.08,0.00,07/08/2025 20:57:50,7315137260,S-001,Banexcoin Bolivia
7323,"07/08/2025 20:58:29, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,27.52,359.99,BOB,13.08,0.00,07/08/2025 20:58:42,7315139970,S-001,Banexcoin Bolivia
7324,"07/08/2025 20:58:50, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,5.81,75.99,BOB,13.08,0.00,07/08/2025 20:59:04,7315141020,S-001,Banexcoin Bolivia
7326,"07/08/2025 21:19:58, UTC -04:00",Completed,Sell,LuisSoto61Pe,20125,1.07,14.00,BOB,13.07,0.00,07/08/2025 21:20:25,245872300,S-001,Banexcoin Bolivia
7327,"07/08/2025 21:20:26, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.55,359.99,BOB,13.07,0.00,07/08/2025 21:20:41,7315211840,S-001,Banexcoin Bolivia
7328,"07/08/2025 21:30:06, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.06,0.00,07/08/2025 21:30:27,7315240900,S-001,Banexcoin Bolivia
7329,"07/08/2025 21:47:54, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,27.59,359.99,BOB,13.05,0.00,07/08/2025 21:48:06,7315292680,S-001,Banexcoin Bolivia
7330,"07/08/2025 21:49:12, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,11.49,149.99,BOB,13.05,0.00,07/08/2025 21:49:24,7315296140,S-001,Banexcoin Bolivia
7331,"07/08/2025 21:52:26, UTC -04:00",Completed,Sell,LuisSoto61Pe,20125,4.44,58.00,BOB,13.06,0.00,07/08/2025 21:52:46,7315305880,S-001,Banexcoin Bolivia
7334,"07/08/2025 22:02:57, UTC -04:00",Completed,Sell,LuciaHerrera662025,20019,150.01,"1,959.00",BOB,13.06,0.00,07/08/2025 22:03:27,7315333030,S-001,Banexcoin Bolivia
7335,"07/08/2025 22:04:52, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.76,22.99,BOB,13.05,0.00,07/08/2025 22:05:05,7315337120,S-001,Banexcoin Bolivia
7336,"07/08/2025 22:13:13, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,11.49,149.99,BOB,13.05,0.00,07/08/2025 22:13:25,7315357740,S-001,Banexcoin Bolivia
7337,"07/08/2025 22:18:32, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,11.49,149.99,BOB,13.05,0.00,07/08/2025 22:18:46,7315369610,S-001,Banexcoin Bolivia
7338,"07/08/2025 22:19:25, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,27.58,359.99,BOB,13.05,0.00,07/08/2025 22:19:36,7315371670,S-001,Banexcoin Bolivia
7339,"07/08/2025 22:46:52, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.07,0.00,07/08/2025 22:47:05,7315427900,S-001,Banexcoin Bolivia
7340,"07/08/2025 22:47:49, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.48,149.99,BOB,13.07,0.00,07/08/2025 22:48:01,7315429440,S-001,Banexcoin Bolivia
7343,"07/08/2025 23:00:30, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.91,37.99,BOB,13.07,0.00,07/08/2025 23:00:43,7315452820,S-001,Banexcoin Bolivia
7344,"07/08/2025 23:04:15, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.82,75.99,BOB,13.07,0.00,07/08/2025 23:04:28,7315458810,S-001,Banexcoin Bolivia
7349,"08/08/2025 00:05:46, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.57,7.49,BOB,13.04,0.00,08/08/2025 00:05:58,7315527180,S-001,Banexcoin Bolivia
7350,"08/08/2025 00:06:09, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,11.50,149.99,BOB,13.04,0.00,08/08/2025 00:06:26,7315527620,S-001,Banexcoin Bolivia
7351,"08/08/2025 00:06:31, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.50,149.99,BOB,13.04,0.00,08/08/2025 00:06:44,7315528120,S-001,Banexcoin Bolivia
7352,"08/08/2025 00:08:14, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.60,359.99,BOB,13.04,0.00,08/08/2025 00:08:28,7315529550,S-001,Banexcoin Bolivia
7353,"08/08/2025 00:09:04, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.60,359.99,BOB,13.04,0.00,08/08/2025 00:09:14,7315530130,S-001,Banexcoin Bolivia
7354,"08/08/2025 00:09:29, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.61,359.99,BOB,13.04,0.00,08/08/2025 00:09:43,7315530480,S-001,Banexcoin Bolivia
7355,"08/08/2025 00:09:54, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.61,359.99,BOB,13.04,0.00,08/08/2025 00:10:07,7315530930,S-001,Banexcoin Bolivia
7356,"08/08/2025 00:10:21, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.61,359.99,BOB,13.04,0.00,08/08/2025 00:10:33,7315531280,S-001,Banexcoin Bolivia
7357,"08/08/2025 00:10:47, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.61,359.99,BOB,13.04,0.00,08/08/2025 00:11:03,7315531580,S-001,Banexcoin Bolivia
7358,"08/08/2025 00:13:51, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,5.83,75.99,BOB,13.04,0.00,08/08/2025 00:14:05,7315533810,S-001,Banexcoin Bolivia
7359,"08/08/2025 00:21:41, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,11.50,149.99,BOB,13.04,0.00,08/08/2025 00:21:55,7315538940,S-001,Banexcoin Bolivia
7360,"08/08/2025 00:30:34, UTC -04:00",Completed,Sell,LuisSoto61Pe,20125,1.53,20.00,BOB,13.04,0.00,08/08/2025 00:30:51,7315545210,S-001,Banexcoin Bolivia
7361,"08/08/2025 00:34:51, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,5.82,75.99,BOB,13.05,0.00,08/08/2025 00:35:04,7315548130,S-001,Banexcoin Bolivia
7415,"08/08/2025 08:34:23, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.52,149.99,BOB,13.02,0.00,08/08/2025 08:34:37,7315895380,S-001,Banexcoin Bolivia
7416,"08/08/2025 08:40:29, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.68,359.99,BOB,13.01,0.00,08/08/2025 08:40:43,7315916500,S-001,Banexcoin Bolivia
7417,"08/08/2025 08:42:07, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.01,0.00,08/08/2025 08:42:21,7315923060,S-001,Banexcoin Bolivia
7418,"08/08/2025 08:42:42, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.01,0.00,08/08/2025 08:42:55,7315925120,S-001,Banexcoin Bolivia
7419,"08/08/2025 08:43:33, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.68,359.99,BOB,13.01,0.00,08/08/2025 08:43:47,7315928570,S-001,Banexcoin Bolivia
7420,"08/08/2025 08:44:27, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.85,75.99,BOB,13.00,0.00,08/08/2025 08:44:39,7315931850,S-001,Banexcoin Bolivia
7423,"08/08/2025 08:53:33, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.69,359.99,BOB,13.00,0.00,08/08/2025 08:53:46,7315966810,S-001,Banexcoin Bolivia
7424,"08/08/2025 08:58:47, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.54,149.99,BOB,13.00,0.00,08/08/2025 08:59:04,7315987430,S-001,Banexcoin Bolivia
7429,"08/08/2025 09:50:39, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,5.85,75.99,BOB,12.98,0.00,08/08/2025 09:50:52,7316219470,S-001,Banexcoin Bolivia
7430,"08/08/2025 09:52:26, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,11.56,149.99,BOB,12.97,0.00,08/08/2025 09:52:38,7316227440,S-001,Banexcoin Bolivia
7431,"08/08/2025 09:53:13, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,5.86,75.99,BOB,12.97,0.00,08/08/2025 09:53:26,7316230710,S-001,Banexcoin Bolivia
7432,"08/08/2025 09:54:38, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,11.58,149.99,BOB,12.95,0.00,08/08/2025 09:54:51,7316237810,S-001,Banexcoin Bolivia
7433,"08/08/2025 09:56:02, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,11.50,149.00,BOB,12.95,0.00,08/08/2025 09:56:27,7316245580,S-001,Banexcoin Bolivia
7434,"08/08/2025 09:57:14, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,27.81,359.99,BOB,12.94,0.00,08/08/2025 09:57:27,7316250480,S-001,Banexcoin Bolivia
7435,"08/08/2025 09:59:11, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,11.59,149.99,BOB,12.95,0.00,08/08/2025 09:59:35,7316260400,S-001,Banexcoin Bolivia
7436,"08/08/2025 10:02:45, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,11.58,149.99,BOB,12.96,0.00,08/08/2025 10:02:59,7316276960,S-001,Banexcoin Bolivia
7437,"08/08/2025 10:03:52, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,27.78,359.99,BOB,12.96,0.00,08/08/2025 10:04:07,7316282300,S-001,Banexcoin Bolivia
7438,"08/08/2025 10:10:39, UTC -04:00",Completed,Sell,MariaPerez61Bo,20164,11.55,149.99,BOB,12.99,0.00,08/08/2025 10:10:55,7316317390,S-001,Banexcoin Bolivia
7440,"08/08/2025 10:19:10, UTC -04:00",Completed,Sell,CarolinaSoto52123,20059,0.77,10.00,BOB,12.99,0.00,08/08/2025 10:19:36,7316359000,S-001,Banexcoin Bolivia
7452,"08/08/2025 11:09:20, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.57,149.99,BOB,12.97,0.00,08/08/2025 11:09:42,7316618760,S-001,Banexcoin Bolivia
7453,"08/08/2025 11:10:49, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.93,37.99,BOB,12.97,0.00,08/08/2025 11:11:08,7316626940,S-001,Banexcoin Bolivia
7454,"08/08/2025 11:14:08, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.73,359.99,BOB,12.98,0.00,08/08/2025 11:14:28,7316644660,S-001,Banexcoin Bolivia
7461,"08/08/2025 11:22:31, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.85,75.99,BOB,12.99,0.00,08/08/2025 11:22:48,7316688860,S-001,Banexcoin Bolivia
7463,"08/08/2025 11:23:43, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.55,149.99,BOB,12.99,0.00,08/08/2025 11:23:58,7316694700,S-001,Banexcoin Bolivia
7475,"08/08/2025 11:54:41, UTC -04:00",Completed,Sell,SilviaHerrera93Cl,20012,1.27,16.50,BOB,13.01,0.00,08/08/2025 11:55:44,7316868530,S-001,Banexcoin Bolivia
7482,"08/08/2025 12:16:44, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.00,0.00,08/08/2025 12:17:03,7316990900,S-001,Banexcoin Bolivia
7483,"08/08/2025 12:20:46, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,12.99,0.00,08/08/2025 12:20:59,7317014900,S-001,Banexcoin Bolivia
7484,"08/08/2025 12:22:49, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.54,149.99,BOB,12.99,0.00,08/08/2025 12:23:03,7317027340,S-001,Banexcoin Bolivia
7485,"08/08/2025 12:24:04, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.54,149.99,BOB,12.99,0.00,08/08/2025 12:24:19,7317035620,S-001,Banexcoin Bolivia
7486,"08/08/2025 12:26:52, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.00,0.00,08/08/2025 12:27:09,7317053230,S-001,Banexcoin Bolivia
7489,"08/08/2025 12:52:32, UTC -04:00",Completed,Sell,MonicaRamos24Co,20072,4.50,58.60,BOB,13.02,0.00,08/08/2025 12:53:43,7317211130,S-001,Banexcoin Bolivia
7490,"08/08/2025 12:55:57, UTC -04:00",Completed,Sell,MonicaRamos24Co,20072,54.16,706.00,BOB,13.04,0.00,08/08/2025 12:56:55,7317230700,S-001,Banexcoin Bolivia
7491,"08/08/2025 13:11:32, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.03,0.00,08/08/2025 13:11:43,7317315680,S-001,Banexcoin Bolivia
7492,"08/08/2025 13:13:53, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.57,7.49,BOB,13.03,0.00,08/08/2025 13:14:07,7317328680,S-001,Banexcoin Bolivia
7493,"08/08/2025 13:26:02, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.73,359.99,BOB,12.98,0.00,08/08/2025 13:26:18,7317394660,S-001,Banexcoin Bolivia
7494,"08/08/2025 13:52:27, UTC -04:00",Completed,Sell,LuisSoto61Pe,20125,4.62,60.00,BOB,12.99,0.00,08/08/2025 13:52:39,246124890,S-001,Banexcoin Bolivia
7495,"08/08/2025 13:58:37, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.55,149.99,BOB,12.98,0.00,08/08/2025 13:58:52,7317566220,S-001,Banexcoin Bolivia
7496,"08/08/2025 14:04:31, UTC -04:00",Completed,Sell,LuisSoto61Pe,20125,1.85,24.00,BOB,12.99,0.00,08/08/2025 14:04:46,7317597300,S-001,Banexcoin Bolivia
7497,"08/08/2025 14:06:18, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.55,149.99,BOB,12.98,0.00,08/08/2025 14:06:32,7317606470,S-001,Banexcoin Bolivia
7498,"08/08/2025 14:14:32, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.55,149.99,BOB,12.99,0.00,08/08/2025 14:14:46,7317649500,S-001,Banexcoin Bolivia
7499,"08/08/2025 14:25:47, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.56,149.99,BOB,12.98,0.00,08/08/2025 14:26:01,7317706940,S-001,Banexcoin Bolivia
7500,"08/08/2025 14:30:33, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.93,37.99,BOB,12.98,0.00,08/08/2025 14:30:47,7317729940,S-001,Banexcoin Bolivia
7501,"08/08/2025 14:57:41, UTC -04:00",Completed,Sell,LauraLopez98123,20181,1.47,19.00,BOB,12.97,0.00,08/08/2025 14:57:54,7317866850,S-001,Banexcoin Bolivia
7502,"08/08/2025 15:12:43, UTC -04:00",Completed,Sell,LauraLopez98123,20181,1.93,25.00,BOB,12.97,0.00,08/08/2025 15:12:59,7317946710,S-001,Banexcoin Bolivia
7505,"08/08/2025 15:24:04, UTC -04:00",Completed,Sell,JoseRubio782024,20065,76.99,"1,000.00",BOB,12.99,0.00,08/08/2025 15:24:59,7318009670,S-001,Banexcoin Bolivia
7506,"08/08/2025 15:28:17, UTC -04:00",Completed,Sell,MariaFlores93Max,10006,4.00,52.00,BOB,12.99,0.00,08/08/2025 15:28:51,7318030490,S-001,Banexcoin Bolivia
7507,"08/08/2025 15:38:56, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.68,359.99,BOB,13.01,0.00,08/08/2025 15:39:10,7318083240,S-001,Banexcoin Bolivia
7508,"08/08/2025 15:39:28, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,13.01,0.00,08/08/2025 15:39:42,7318086080,S-001,Banexcoin Bolivia
7509,"08/08/2025 15:40:18, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.01,0.00,08/08/2025 15:40:32,7318090720,S-001,Banexcoin Bolivia
7510,"08/08/2025 15:41:44, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,13.01,0.00,08/08/2025 15:42:04,7318098390,S-001,Banexcoin Bolivia
7511,"08/08/2025 15:42:49, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,13.01,0.00,08/08/2025 15:43:06,7318103720,S-001,Banexcoin Bolivia
7512,"08/08/2025 15:44:42, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.84,75.99,BOB,13.01,0.00,08/08/2025 15:44:56,7318113200,S-001,Banexcoin Bolivia
7513,"08/08/2025 16:07:14, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,13.00,0.00,08/08/2025 16:07:31,7318236670,S-001,Banexcoin Bolivia
7514,"08/08/2025 16:07:59, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,13.00,0.00,08/08/2025 16:08:13,7318240410,S-001,Banexcoin Bolivia
7515,"08/08/2025 16:08:56, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,12.99,0.00,08/08/2025 16:09:07,7318245510,S-001,Banexcoin Bolivia
7517,"08/08/2025 16:11:12, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,12.99,0.00,08/08/2025 16:11:27,7318257790,S-001,Banexcoin Bolivia
7518,"08/08/2025 16:11:35, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,12.99,0.00,08/08/2025 16:11:49,7318259730,S-001,Banexcoin Bolivia
7519,"08/08/2025 16:12:49, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,12.99,0.00,08/08/2025 16:13:11,7318266480,S-001,Banexcoin Bolivia
7520,"08/08/2025 16:26:04, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.69,359.99,BOB,13.00,0.00,08/08/2025 16:26:20,7318336300,S-001,Banexcoin Bolivia
7521,"08/08/2025 16:26:27, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.85,75.99,BOB,12.99,0.00,08/08/2025 16:26:44,7318338510,S-001,Banexcoin Bolivia
7522,"08/08/2025 16:27:52, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.00,0.00,08/08/2025 16:28:06,7318346110,S-001,Banexcoin Bolivia
7523,"08/08/2025 16:28:31, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.00,0.00,08/08/2025 16:28:52,7318349990,S-001,Banexcoin Bolivia
7527,"08/08/2025 16:37:50, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.68,359.99,BOB,13.01,0.00,08/08/2025 16:38:02,7318407070,S-001,Banexcoin Bolivia
7528,"08/08/2025 16:38:18, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.68,359.99,BOB,13.01,0.00,08/08/2025 16:38:31,7318409390,S-001,Banexcoin Bolivia
7530,"08/08/2025 16:38:43, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.68,359.99,BOB,13.01,0.00,08/08/2025 16:39:13,7318413200,S-001,Banexcoin Bolivia
7531,"08/08/2025 16:39:21, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.66,359.99,BOB,13.01,0.00,08/08/2025 16:39:37,7318416070,S-001,Banexcoin Bolivia
7532,"08/08/2025 16:39:51, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.66,359.99,BOB,13.01,0.00,08/08/2025 16:40:21,7318420210,S-001,Banexcoin Bolivia
7535,"08/08/2025 16:41:31, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,11.53,149.99,BOB,13.01,0.00,08/08/2025 16:41:45,7318428950,S-001,Banexcoin Bolivia
7536,"08/08/2025 16:42:43, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,13.01,0.00,08/08/2025 16:42:59,7318435690,S-001,Banexcoin Bolivia
7542,"08/08/2025 17:19:01, UTC -04:00",Completed,Sell,LuisSoto61Pe,20125,2.15,28.00,BOB,13.00,0.00,08/08/2025 17:19:20,7318646600,S-001,Banexcoin Bolivia
7543,"08/08/2025 17:22:13, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.84,75.99,BOB,13.00,0.00,08/08/2025 17:22:30,7318665770,S-001,Banexcoin Bolivia
7544,"08/08/2025 17:23:00, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.00,0.00,08/08/2025 17:23:12,7318669730,S-001,Banexcoin Bolivia
7545,"08/08/2025 17:23:39, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.00,0.00,08/08/2025 17:23:54,7318674010,S-001,Banexcoin Bolivia
7546,"08/08/2025 17:24:29, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.84,75.99,BOB,13.00,0.00,08/08/2025 17:24:44,7318678610,S-001,Banexcoin Bolivia
7547,"08/08/2025 17:26:25, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.92,37.99,BOB,13.00,0.00,08/08/2025 17:26:39,7318690110,S-001,Banexcoin Bolivia
7551,"08/08/2025 18:33:28, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,12.95,0.00,08/08/2025 18:34:38,7319073440,S-001,Banexcoin Bolivia
7552,"08/08/2025 18:35:27, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,12.95,0.00,08/08/2025 18:36:30,7319083610,S-001,Banexcoin Bolivia
7553,"08/08/2025 18:36:44, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.80,359.99,BOB,12.95,0.00,08/08/2025 18:37:20,7319090270,S-001,Banexcoin Bolivia
7554,"08/08/2025 18:41:39, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.86,75.99,BOB,12.96,0.00,08/08/2025 18:41:52,7319118210,S-001,Banexcoin Bolivia
7555,"08/08/2025 18:42:48, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,12.96,0.00,08/08/2025 18:43:02,7319124850,S-001,Banexcoin Bolivia
7556,"08/08/2025 19:00:11, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.72,359.99,BOB,12.99,0.00,08/08/2025 19:00:31,7319226290,S-001,Banexcoin Bolivia
7557,"08/08/2025 19:02:54, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.93,37.99,BOB,12.98,0.00,08/08/2025 19:03:13,7319241460,S-001,Banexcoin Bolivia
7558,"08/08/2025 19:22:02, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.93,37.99,BOB,12.96,0.00,08/08/2025 19:22:16,7319349070,S-001,Banexcoin Bolivia
7559,"08/08/2025 19:24:20, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.93,37.99,BOB,12.96,0.00,08/08/2025 19:25:00,7319363780,S-001,Banexcoin Bolivia
7560,"08/08/2025 19:25:14, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,12.96,0.00,08/08/2025 19:25:28,7319366670,S-001,Banexcoin Bolivia
7561,"08/08/2025 19:26:16, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,12.96,0.00,08/08/2025 19:26:30,7319372330,S-001,Banexcoin Bolivia
7563,"08/08/2025 19:37:01, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,27.76,359.99,BOB,12.97,0.00,08/08/2025 19:37:42,7319432690,S-001,Banexcoin Bolivia
7564,"08/08/2025 19:40:50, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,1.77,22.99,BOB,12.97,0.00,08/08/2025 19:41:05,7319457440,S-001,Banexcoin Bolivia
7565,"08/08/2025 19:41:15, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,12.96,0.00,08/08/2025 19:41:29,7319459630,S-001,Banexcoin Bolivia
7566,"08/08/2025 19:42:04, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,12.96,0.00,08/08/2025 19:42:17,7319463950,S-001,Banexcoin Bolivia
7567,"08/08/2025 19:43:14, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,5.86,75.99,BOB,12.96,0.00,08/08/2025 19:43:31,7319470560,S-001,Banexcoin Bolivia
7568,"08/08/2025 19:50:18, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,0.58,7.49,BOB,12.96,0.00,08/08/2025 19:50:31,7319506900,S-001,Banexcoin Bolivia
7569,"08/08/2025 19:56:43, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.93,37.99,BOB,12.96,0.00,08/08/2025 19:56:57,7319541300,S-001,Banexcoin Bolivia
7571,"08/08/2025 20:04:17, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.93,37.99,BOB,12.96,0.00,08/08/2025 20:04:30,7319579540,S-001,Banexcoin Bolivia
7572,"08/08/2025 20:05:15, UTC -04:00",Completed,Sell,ElenaMoreno57Max,20149,2.93,37.99,BOB,12.96,0.00,08/08/2025 20:05:36,7319585310,S-001,Banexcoin Bolivia
